Number,Gender,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress
1770,male,Levi,Evergood,"193 Quail Place",Riversdale,7201,LeviEvergood@superrito.com
1771,female,Rose,O'Neil,"198 Aries Place",Somerville,2014,RoseONeil@dayrep.com
1772,female,Gabrielle,Stopford,"229 Raupo Street","Aro Valley",6021,GabrielleStopford@jourrapide.com
1773,male,Hugo,Colquhoun,"193 Lavinia Grove",Waikanae,5036,HugoColquhoun@cuvox.de
1774,male,Sean,Griver,"177 Marjorie Street",Waikiwi,9810,SeanGriver@rhyta.com
1775,female,Dakota,Diesendorf,"234 Marama Place",Parkvale,3112,DakotaDiesendorf@rhyta.com
1776,female,Claire,Alderson,"213 Pittville Place",Henderson,0612,ClaireAlderson@gustr.com
1777,male,Samuel,Annand,"2 Gamma Street","Clyde Hill",9011,SamuelAnnand@gustr.com
1778,male,Edward,Thorby,"184 Deloraine Street",Addington,8024,EdwardThorby@einrot.com
1779,female,Maya,Irwin,"78 Stratton Street","Belmont Regional Park",5010,MayaIrwin@superrito.com
1780,male,Riley,Shumack,"195 Odlin Crescent","Pukete Industrial",3200,RileyShumack@armyspy.com
1781,female,Bianca,Church,"224 Shearer Place",Pirimai,4112,BiancaChurch@teleworm.us
1782,male,Logan,Coaldrake,"235 Whitby Place",Hurdon,4310,LoganCoaldrake@fleckens.hu
1783,male,Charles,Bland,"91 Tyne Place",Waiwhakaiho,4312,CharlesBland@dayrep.com
1784,male,Hamish,Dods,"5 Manhattan Court",Maungakotukutuku,5032,HamishDods@gustr.com
1785,female,Mary,Fryar,"41 Kowhai Street",Ngapuna,3010,MaryFryar@superrito.com
1786,male,Alex,Carrington,"244 Rudd Road",Helensburgh,9010,AlexCarrington@fleckens.hu
1787,female,Abbey,Winder,"213 Arthur Street",Otaki,5512,AbbeyWinder@einrot.com
1788,male,Charlie,Kauper,"148 New Brighton Road",Marshland,8083,CharlieKauper@rhyta.com
1789,male,Ben,Lyon,"247 No 2 Line","Wanganui Central",4500,BenLyon@einrot.com
1790,female,Alana,Christian,"241 Mill Road",Spotswood,4310,AlanaChristian@armyspy.com
1791,male,Declan,"De Garis","63 Marua Palm Grove",Heretaunga,5018,DeclanDeGaris@rhyta.com
1792,male,Hayden,Donoghue,"164 Lough Derg Place",Rosedale,0632,HaydenDonoghue@einrot.com
1793,female,Samantha,Herbert,"57 Clutha Place",Awapuni,4412,SamanthaHerbert@cuvox.de
1794,male,Daniel,Clement,"182 Annalong Road",Wairere,2016,DanielClement@superrito.com
1795,male,Beau,Facy,"102 Istana Place",Brooklands,8083,BeauFacy@cuvox.de
1796,male,Julian,Corby,"108 First Lane",Witherlea,7201,JulianCorby@fleckens.hu
1797,female,Eve,Moseley,"225 Whangara Road",Gisborne,4010,EveMoseley@einrot.com
1798,female,Isabel,Stone,"157 Clansman Terrace","Gulf Harbour",0930,IsabelStone@jourrapide.com
1799,male,Archer,Vogt,"187 Redwood Place",Camerons,7805,ArcherVogt@gustr.com
1800,female,Savannah,Iliffe,"197 Bristol Place",Woolwich,4120,SavannahIliffe@armyspy.com
1801,female,Sienna,Stuart,"164 Resolution Place",Ferndale,4310,SiennaStuart@teleworm.us
1802,male,Hunter,Rignall,"127 Bennett Road",Pakuranga,2010,HunterRignall@rhyta.com
1803,female,Phoebe,Macalister,"185 Christie Street",Burnside,9018,PhoebeMacalister@fleckens.hu
1804,female,Victoria,Hentze,"83 Millennium Hill","Raumati Beach",5032,VictoriaHentze@jourrapide.com
1805,male,Matthew,Barwell,"77 Vivian Street",Gisborne,4010,MatthewBarwell@rhyta.com
1806,female,Brooke,Frank,"215 Nuku Street","Karaka Bays",6022,BrookeFrank@rhyta.com
1807,male,Angus,Eady,"10 Marine Drive","Days Bay",5013,AngusEady@einrot.com
1808,male,Liam,Gaby,"232 Fiesta Drive","Farm Cove",2012,LiamGaby@rhyta.com
1809,female,Ebony,Jude,"153 Herschell Road",Wainui,4010,EbonyJude@rhyta.com
1810,male,Riley,Bedford,"75 Wildish Street",Wainui,4010,RileyBedford@dayrep.com
1811,female,Sarah,Shackell,"249 Anne Way","Forest Lake",3200,SarahShackell@fleckens.hu
1812,female,Victoria,Sumsuma,"111 Passmore Crescent","Leith Valley",9010,VictoriaSumsuma@jourrapide.com
1813,female,Emily,Rowland,"26 Eclipse Rise",Queenwood,3210,EmilyRowland@rhyta.com
1814,female,Isabelle,Sands,"170 Raurimu Avenue",Otaika,0110,IsabelleSands@gustr.com
1815,female,Georgia,Mulligan,"188 Burrough Place",Wakatu,7011,GeorgiaMulligan@fleckens.hu
1816,female,Gabriella,Harington,"22 Birdwood Road",Waiatarua,0612,GabriellaHarington@gustr.com
1817,female,Summer,"Chin Kaw","188 Iris Grove",Wallaceville,5018,SummerChinKaw@fleckens.hu
1818,male,Declan,Dobell,"210 Pahiatua Mangahao Road",Pahiatua,4910,DeclanDobell@dayrep.com
1819,female,Eden,Hartung,"68 Maitland Street","Tauranga South",3112,EdenHartung@gustr.com
1820,male,Jai,Bancks,"39 Kawai Street",Stepheyville,7010,JaiBancks@rhyta.com
1821,male,Finn,Blackmore,"145 Fairview Place",Spotswood,4310,FinnBlackmore@dayrep.com
1822,male,Justin,Vance,"147 Motiti Road","Motiti Island",3110,JustinVance@jourrapide.com
1823,female,Madeline,Dalgarno,"51 Picketboat Lane",Aotea,5024,MadelineDalgarno@jourrapide.com
1824,male,Angus,Davey,"240 Jolliffe Road","Hanmer Forest Park",7334,AngusDavey@teleworm.us
1825,female,Scarlett,Soundy,"192 Matipo Avenue",Hillcrest,3015,ScarlettSoundy@teleworm.us
1826,male,Alexander,Archer,"130 Liffiton Street",Otamatea,4500,AlexanderArcher@rhyta.com
1827,female,Annabelle,Macalister,"111 Prospect Terrace",Kew,9812,AnnabelleMacalister@teleworm.us
1828,male,Dylan,Belbin,"5 Lucy Murcott Place",Wakatu,7011,DylanBelbin@jourrapide.com
1829,female,Ava,Holder,"123 Wingfield Place",Paparangi,6037,AvaHolder@einrot.com
1830,female,Kayla,Gillies,"176 Rangimarie Road",Swanson,0614,KaylaGillies@cuvox.de
1831,male,Jacob,Fullarton,"65 Puriri Park Road","Whangarei Central",0110,JacobFullarton@dayrep.com
1832,female,Abbey,Rasp,"22 Upjohn Street",Westown,4310,AbbeyRasp@fleckens.hu
1833,male,Hamish,Yencken,"137 Shelley Street",Tauranga,3110,HamishYencken@superrito.com
1834,female,Holly,Chatfield,"67 Jessie Street",Mapua,7005,HollyChatfield@rhyta.com
1835,female,Eden,Pryke,"248 Genesis Place",Dannemora,2016,EdenPryke@cuvox.de
1836,female,Gemma,Service,"210 Mary Street",Burnside,9018,GemmaService@einrot.com
1837,female,Stella,Gaunt,"78 Westbourne Road","Rothesay Bay",0630,StellaGaunt@fleckens.hu
1838,female,Amelie,Tepper,"219 Selkirk Street","North East Valley",9010,AmelieTepper@superrito.com
1839,male,Brock,Layh,"190 Bledisloe Street",Mahora,4120,BrockLayh@fleckens.hu
1840,female,Tayla,Lennon,"249 Palmerston Road",Wainui,4010,TaylaLennon@einrot.com
1841,female,Jessica,Winspear,"1 Braintree Street",Riverside,0112,JessicaWinspear@gustr.com
1842,male,Cooper,Perdriau,"153 Pine Street","Inner Kaiti",4010,CooperPerdriau@dayrep.com
1843,female,Annabelle,Pomeroy,"86 Douglas Avenue","Te Awamutu",3800,AnnabellePomeroy@einrot.com
1844,male,Zac,Hodges,"176 Glasgow Street","Glen Avon",4312,ZacHodges@jourrapide.com
1845,male,Beau,Metters,"9 Kapiti Lights",Maungakotukutuku,5032,BeauMetters@armyspy.com
1846,female,Madison,Floyd,"22 Pine Avenue",Fitzroy,3206,MadisonFloyd@jourrapide.com
1847,male,Joel,Prieur,"148 Rowlands Avenue","Mt Wellington",1060,JoelPrieur@dayrep.com
1848,male,Alexander,Pittmann,"95 Richards Avenue",Milford,0620,AlexanderPittmann@einrot.com
1849,male,Lachlan,Fawsitt,"125 Kelly Street",Hillcrest,3015,LachlanFawsitt@gustr.com
1850,male,Flynn,Aarons,"186 Garnet Grove",Elderslea,5018,FlynnAarons@dayrep.com
1851,female,Ruby,Burn,"147 Rangiora Street","Bridge Pa",4120,RubyBurn@armyspy.com
1852,female,Hannah,Freehill,"57 Marshall Street",Woolston,8023,HannahFreehill@fleckens.hu
1853,male,Jacob,MacCullagh,"216 Ailsa Street","Dunedin North",9016,JacobMacCullagh@fleckens.hu
1854,female,Chelsea,Moncrieff,"78 Sales Road",Oxford,7430,ChelseaMoncrieff@rhyta.com
1855,female,Lily,"Du Croz","243 Ranfurly Road",Dannemora,2016,LilyDuCroz@jourrapide.com
1856,female,Isabel,Rossiter,"101 Carson Street",Westmere,4501,IsabelRossiter@gustr.com
1857,male,Lucas,Foley,"198 Brundon Place",Ngongotaha,3010,LucasFoley@superrito.com
1858,female,Tayla,Goldman,"237 Pomare Place",Marfell,4310,TaylaGoldman@fleckens.hu
1859,female,Stephanie,Seager,"112 Triton Place","Porirua East",5024,StephanieSeager@einrot.com
1860,male,Hamish,Kingsford,"194 Dimock Street","Titahi Bay",5022,HamishKingsford@armyspy.com
1861,female,Gabrielle,Hannah,"33 Moorhouse Avenue",Beachville,7010,GabrielleHannah@dayrep.com
1862,male,Jack,Townsend,"129 Winstone Avenue",Rototuna,3210,JackTownsend@rhyta.com
1863,female,Alannah,MacCarthy,"69 Sorbonne Close",Northcross,0632,AlannahMacCarthy@teleworm.us
1864,male,Aaron,McBrien,"153 Redwood Place",Karoro,7805,AaronMcBrien@gustr.com
1865,male,Adam,Harricks,"70 Flint Way",Highbury,6012,AdamHarricks@rhyta.com
1866,male,Edward,Pilcher,"32 Ruakiwi Road",Dinsdale,3204,EdwardPilcher@teleworm.us
1867,male,Sam,Blanch,"241 Grotto Street",Onehunga,1061,SamBlanch@fleckens.hu
1868,male,Henry,Anton,"149 Dalray Crescent","Northgate Industrial",3200,HenryAnton@cuvox.de
1869,female,Audrey,Edgar,"134 Hood Street",Wakari,9010,AudreyEdgar@fleckens.hu
1870,female,Emily,Eade,"27 Pearl Grove","Clouston Park",5018,EmilyEade@teleworm.us
1871,female,Claudia,Boyland,"178 Sevilla Place",Rosedale,0632,ClaudiaBoyland@jourrapide.com
1872,male,Will,Wearing,"192 Tregony Place",Plimmerton,5026,WillWearing@cuvox.de
1873,female,Lilly,Heyne,"124 Tui Grove","Upper Hutt Central",5018,LillyHeyne@superrito.com
1874,male,Oscar,Viney,"170 King Street",Trentham,5018,OscarViney@armyspy.com
1875,female,Amy,Carron,"213 River Road",Edgeware,8013,AmyCarron@fleckens.hu
1876,female,Lucinda,Szabados,"199 Tahuna Street","Freemans Bay",1011,LucindaSzabados@teleworm.us
1877,male,Owen,Bolliger,"238 Colenso Street","Mt Pleasant",8081,OwenBolliger@cuvox.de
1878,female,Abigail,Braine,"232 Fox Street",Matokitoki,4010,AbigailBraine@teleworm.us
1879,male,Luca,Sambell,"36 Shelley Court",Claudelands,3214,LucaSambell@teleworm.us
1880,female,Abby,O'Haran,"67 Rospeath Crescent","Frankleigh Park",4310,AbbyOHaran@superrito.com
1881,female,Eve,Cordeaux,"41 Scoria Road",Nukuhau,3330,EveCordeaux@einrot.com
1882,female,Georgia,Annois,"13 Oldham Lane","Britannia Heights",7010,GeorgiaAnnois@armyspy.com
1883,male,Max,Pendred,"62 Ashbury Avenue",Smithfield,7910,MaxPendred@gustr.com
1884,female,Eden,Carew-Smyth,"149 O'Hara Lane",Akatarawa,5018,EdenCarew-Smyth@einrot.com
1885,male,Lucas,Brabyn,"17 Laburnum Grove",Waiwhetu,5010,LucasBrabyn@dayrep.com
1886,female,Sophia,Schneider,"88 Cassia Place",Welbourn,4312,SophiaSchneider@fleckens.hu
1887,male,Tyson,Cottrell,"28 Bathgate Street",Johnsonville,6037,TysonCottrell@einrot.com
1888,male,Charles,Wilkie,"179 Ngata Grove",Pakuratahi,5018,CharlesWilkie@gustr.com
1889,male,Nicholas,Heighway,"244 The Lea",Rosehill,2113,NicholasHeighway@rhyta.com
1890,male,Jeremy,Wollstonecraft,"35 Anglia Street",Tahunanui,7011,JeremyWollstonecraft@jourrapide.com
1891,female,Lucinda,Haenke,"150 Roxburgh Street",Woolston,8023,LucindaHaenke@superrito.com
1892,female,Kiara,Struth,"205 Feltex Lane","Te Aro",6011,KiaraStruth@gustr.com
1893,female,Tahlia,Fielder,"93 Pine Avenue",Otumoetai,3110,TahliaFielder@superrito.com
1894,male,Levi,Allcot,"238 Henderson Street",Newfield,9812,LeviAllcot@rhyta.com
1895,female,Keira,Leitch,"181 Horton Street",Islington,7201,KeiraLeitch@cuvox.de
1896,male,Jackson,Ashley,"250 Silver Pine Avenue",Paparangi,6037,JacksonAshley@teleworm.us
1897,female,Lara,Galea,"24 Tanekaha Place","Pukete Industrial",3200,LaraGalea@armyspy.com
1898,male,Oliver,Kenneally,"213 Thomas Square","Kinmont Park",9024,OliverKenneally@superrito.com
1899,female,Amelia,Colman,"228 Dr Taylor Terrace","Grenada Village",6037,AmeliaColman@fleckens.hu
1900,male,Michael,Ampt,"41 Chaloner Lane",Taitapu,8025,MichaelAmpt@jourrapide.com
1901,female,Amelie,Dedman,"68 Edgecumbe Road","Motiti Island",3110,AmelieDedman@gustr.com
1902,female,Georgia,Ibsch,"142 Tui Road","West Brook",3015,GeorgiaIbsch@gustr.com
1903,male,Patrick,Mayne,"66 Michael Avenue",Frankton,3204,PatrickMayne@cuvox.de
1904,female,Ebony,Loftus,"34 Biggar Street",Kingswell,9812,EbonyLoftus@superrito.com
1905,male,Taj,Silcock,"148 Widdison Place","Sunset North",0632,TajSilcock@fleckens.hu
1906,female,Laura,Menkens,"32 Cannon Lane","Porirua East",5024,LauraMenkens@jourrapide.com
1907,male,Jackson,Mowle,"173 Woollams Road",Oneroa,1081,JacksonMowle@fleckens.hu
1908,female,Ava,Calvert,"203 Blackmore Drive",Lynmore,3010,AvaCalvert@armyspy.com
1909,female,Ellie,Low,"248 Karen Lane",Woolston,8023,EllieLow@jourrapide.com
1910,female,Leah,Loewe,"58 Derby Street",Arrowtown,9302,LeahLoewe@armyspy.com
1911,male,Dean,Howey,"104 Sackville Street","Glen Avon",4312,DeanHowey@cuvox.de
1912,female,Ellie,Rosman,"203 Matipo Crescent",Whitiora,3200,EllieRosman@jourrapide.com
1913,female,Lilly,Vlamingh,"190 Magdalen Crescent",Taradale,4112,LillyVlamingh@cuvox.de
1914,male,Darcy,Wootton,"106 Shortland Street",Ngaio,6035,DarcyWootton@fleckens.hu
1915,male,Jack,Therry,"162 Sefton Crescent",Chedworth,3210,JackTherry@jourrapide.com
1916,female,Dakota,Postle,"170 Kotzikas Place",Yaldhurst,8042,DakotaPostle@jourrapide.com
1917,male,Mitchell,Upjohn,"27 Barbara Hay Street Lake","Burkes Pass",7999,MitchellUpjohn@teleworm.us
1918,male,Charlie,Angel,"184 Dipton Street",Kingswell,9812,CharlieAngel@jourrapide.com
1919,male,Benjamin,Peden,"232 Somerville Street","Ocean Grove",9013,BenjaminPeden@einrot.com
1920,male,Nate,Wolfe,"246 Mary Muller Drive","Governors Bay",8022,NateWolfe@jourrapide.com
1921,female,Scarlett,Newling,"212 Maidstone Place",Chartwell,3210,ScarlettNewling@teleworm.us
1922,female,Caitlyn,Worrall,"183 Glen Almond Street",Marfell,4310,CaitlynWorrall@dayrep.com
1923,female,Lucinda,Horner,"200 Ripon Place",Pirimai,4112,LucindaHorner@gustr.com
1924,female,Holly,Paterson,"54 Rose Street",Westmorland,8025,HollyPaterson@dayrep.com
1925,male,James,Fredricksen,"212 Lennox Street",Opoho,9010,JamesFredricksen@armyspy.com
1926,male,Riley,Eva,"126 Inglis Place",Mahora,4120,RileyEva@dayrep.com
1927,male,Edward,Ogg,"3 Scoular Place",Bexley,8061,EdwardOgg@cuvox.de
1928,female,Gemma,Fauchery,"133 Anakiwa Street",Roslyn,4414,GemmaFauchery@armyspy.com
1929,female,Kate,Gorman,"22 Finlayson Avenue","Clendon Park",2103,KateGorman@gustr.com
1930,female,Stephanie,Thring,"119 Astor Street",Highbury,6012,StephanieThring@dayrep.com
1931,female,Sofia,MacDevitt,"172 Edendale-Woodlands Highway",Edendale,9825,SofiaMacDevitt@gustr.com
1932,female,Savannah,Scullin,"108 Manukau Road",Pukekohe,2120,SavannahScullin@dayrep.com
1933,female,Holly,Moreton,"203 Lockerbie Street","Queens Park",9810,HollyMoreton@jourrapide.com
1934,female,Claire,Baylebridge,"221 One Tree Ridge Road",Hampden,9410,ClaireBaylebridge@armyspy.com
1935,male,Alexander,Renwick,"38 Grendon Road",Parau,0604,AlexanderRenwick@dayrep.com
1936,female,Claire,Stewart,"107 Rogers Street",Springvale,4501,ClaireStewart@gustr.com
1937,female,Alicia,Eva,"201 Thornton Street","Christchurch Central",8013,AliciaEva@teleworm.us
1938,male,Daniel,Burley,"200 Capricorn Place","Glen Eden",0602,DanielBurley@rhyta.com
1939,male,Nate,Eleanor,"97 Merivale Road","Gate Pa",3112,NateEleanor@cuvox.de
1940,female,Annabelle,Brough,"193 Storry Place",Sockburn,8042,AnnabelleBrough@jourrapide.com
1941,male,Spencer,"De Hamel","220 King Street",Temuka,7920,SpencerDeHamel@fleckens.hu
1942,male,Justin,Glynde,"173 Kent Street",Stoke,7011,JustinGlynde@armyspy.com
1943,male,Aiden,Gillbee,"202 Haig Street","Inner Kati",4010,AidenGillbee@gustr.com
1944,female,Amelie,Hankinson,"112 Gipps Street","The Wood",7010,AmelieHankinson@superrito.com
1945,female,Chelsea,Aunger,"129 Manse Street",Regent,0112,ChelseaAunger@armyspy.com
1946,female,Alexandra,Swanton,"201 Konini Crescent",Waiohiki,4112,AlexandraSwanton@fleckens.hu
1947,male,Adam,Whitta,"78 Kelly Street",Reefton,7830,AdamWhitta@fleckens.hu
1948,female,Poppy,Dransfield,"39 Unwin Road","West End",7910,PoppyDransfield@fleckens.hu
1949,male,Christopher,Panton,"102 Bredon Lane",Middleton,8024,ChristopherPanton@jourrapide.com
1950,female,Alexandra,Fielder,"16 Churchill Avenue","East Gore",9710,AlexandraFielder@cuvox.de
1951,male,Edward,Poate,"32 Lamorna Road","New Brighton",8083,EdwardPoate@gustr.com
1952,male,Mason,Grice,"207 Club Street","Upper Plain",5810,MasonGrice@cuvox.de
1953,male,Aiden,Bourke,"155 Robert Street",Lincoln,7608,AidenBourke@teleworm.us
1954,female,Layla,Sawers,"187 Parkstone Place",Favona,2024,LaylaSawers@fleckens.hu
1955,male,Christopher,Biraban,"167 Moana Avenue",Wakatu,7011,ChristopherBiraban@teleworm.us
1956,female,Alannah,Rivers,"213 Riccarton Road",Phillipstown,8011,AlannahRivers@rhyta.com
1957,female,Ellie,Hollick,"126 King Street","Aro Valley",6021,EllieHollick@gustr.com
1958,male,Jai,Westall,"208 Dalkeith Lane",Boulcott,5010,JaiWestall@superrito.com
1959,female,Tayla,Kauffmann,"116 Roseberry Way","Toi Toi",7010,TaylaKauffmann@jourrapide.com
1960,male,Flynn,Whitehead,"102 Linwood Avenue",Milford,0620,FlynnWhitehead@einrot.com
1961,male,Liam,Halloran,"37 Regent Place",Westown,4310,LiamHalloran@armyspy.com
1962,male,Mitchell,Stonor,"5 Nikau Street","Palmerston North",4410,MitchellStonor@fleckens.hu
1963,male,Brodie,Weingarth,"221 Raffles Street","Napier South",4110,BrodieWeingarth@dayrep.com
1964,female,Samantha,Loureiro,"199 Pine Street",Wainui,4010,SamanthaLoureiro@dayrep.com
1965,female,Ashley,Edinburgh,"182 Blythfield Place",Waiohiki,4112,AshleyEdinburgh@armyspy.com
1966,male,Ethan,Moss,"9 Heather Way",Timberlea,5018,EthanMoss@cuvox.de
1967,female,Natasha,Budd,"202 Lune Street",Gladstone,9810,NatashaBudd@armyspy.com
1968,female,Paige,Enright,"120 McLeavey Drive",Roslyn,4414,PaigeEnright@rhyta.com
1969,male,Flynn,Hoadley,"41 Sir Tristram Avenue","Western Heights",3200,FlynnHoadley@jourrapide.com
1970,male,Beau,Babbidge,"137 Wai-Iti Road",Seaview,7910,BeauBabbidge@rhyta.com
1971,female,Sophia,Nona,"18 Caffray Avenue","College Estate",4500,SophiaNona@fleckens.hu
1972,female,Jasmine,Stirling,"223 Ava Street",Petone,5012,JasmineStirling@armyspy.com
1973,female,Phoebe,Charlesworth,"145 Vernon Grove","Trentham Military Camp",5018,PhoebeCharlesworth@gustr.com
1974,male,Brock,Biaggini,"202 Latter Street",Smithfield,7910,BrockBiaggini@rhyta.com
1975,male,Jordan,Jordan,"143 Usk Street",Ardgowan,9400,JordanJordan@superrito.com
1976,female,Skye,Band,"114 Dale Crescent","Pakuranga Heights",2010,SkyeBand@dayrep.com
1977,female,Gabriella,Maum,"128 Ross Street",Pirongia,3802,GabriellaMaum@teleworm.us
1978,male,Taj,Taubman,"130 Delta Drive","Chain Hills",9018,TajTaubman@superrito.com
1979,male,Christopher,Hearn,"248 Kaka Street",Whangamata,3620,ChristopherHearn@fleckens.hu
1980,male,Jeremy,McKerihan,"115 West Street",Netherby,7700,JeremyMcKerihan@teleworm.us
1981,male,Christian,Lansell,"210 The Marlinspike","Ascot Park",5024,ChristianLansell@fleckens.hu
1982,female,Sofia,Clubbe,"44 Quarry Road",Scarborough,7910,SofiaClubbe@gustr.com
1983,male,Lucas,Chermside,"107 Weir Street","Chain Hills",9018,LucasChermside@cuvox.de
1984,female,Zara,Gotch,"93 Hornes Lane",Penrose,1061,ZaraGotch@teleworm.us
1985,female,Zara,Dadswell,"214 Islington Street","Clouston Park",5018,ZaraDadswell@einrot.com
1986,male,Sebastian,Downes,"60 Te Koha Road","Huntington Park",2013,SebastianDownes@rhyta.com
1987,female,Scarlett,Kitamura,"53 Piako Road",Claudelands,3214,ScarlettKitamura@rhyta.com
1988,female,Kiara,Tribolet,"4 Shamrock Street","Bluff Hill",4110,KiaraTribolet@jourrapide.com
1989,male,William,Isaacson,"36 Revell Drive","Tauranga South",3112,WilliamIsaacson@armyspy.com
1990,female,Bianca,Ordell,"207 Sevenoaks Court",Paraparaumu,5032,BiancaOrdell@einrot.com
1991,female,Matilda,Lord,"141 Yarrum Lane",Hornby,8042,MatildaLord@rhyta.com
1992,female,Alice,Embley,"141 Riverlea Estate Drive","Bottle Lake",8083,AliceEmbley@gustr.com
1993,male,Spencer,Norrie,"205 Abbey Way",Otumoetai,3110,SpencerNorrie@jourrapide.com
1994,male,Zane,Molesworth,"137 Charles Street","Blenheim Central",7201,ZaneMolesworth@superrito.com
1995,male,Jackson,Pope,"74 Denz Street","Avalon Industrial",3200,JacksonPope@armyspy.com
1996,female,Victoria,Parer,"249 Noel Jones Drive","Toi Toi",7010,VictoriaParer@superrito.com
1997,female,Elizabeth,Meagher,"35 Bucknell Street",Sockburn,8042,ElizabethMeagher@teleworm.us
1998,female,Anna,Royal,"175 Victoria Street","Wellington Central",6011,AnnaRoyal@dayrep.com
1999,male,Bailey,Rechner,"62 Cresswell Lane",Yelverton,7201,BaileyRechner@jourrapide.com
2000,female,Georgia,Sheil,"238 Amherst Place",Paremoremo,0632,GeorgiaSheil@superrito.com
2001,female,Ellie,Greaves,"243 Tui Road",Eastbourne,5013,EllieGreaves@rhyta.com
2002,female,Alice,Rowan,"87 Washington Road",Maitai,7010,AliceRowan@fleckens.hu
2003,female,Alexandra,O'Ferrall,"181 Port Road","Belmont Regional Park",5010,AlexandraOFerrall@cuvox.de
2004,female,Alannah,Baker,"233 Galera Way",Ohariu,6037,AlannahBaker@teleworm.us
2005,male,Hugo,Cordeaux,"187 Cooper Street","Eden Terrace",1021,HugoCordeaux@dayrep.com
2006,female,Eva,Cooke,"106 Brook Street",Sunnynook,0620,EvaCooke@armyspy.com
2007,female,Eve,Miljanovic,"22 Cape Hill Road",Pukekohe,2120,EveMiljanovic@superrito.com
2008,female,Alexis,Leadbeater,"43 Keel Place",Paremata,5024,AlexisLeadbeater@armyspy.com
2009,male,Jaxon,Flinn,"107 Swansea Street",Paremata,5024,JaxonFlinn@rhyta.com
2010,female,Erin,"Huon De Kermadec","168 Grey Street",Matua,3110,ErinHuonDeKermadec@jourrapide.com
